ID,Sale Date,ISBN,Discount,ItemID,OrderID
12316,5/6/2193,989-28-229-9769-6,,107144-54-2332,107144-10847
12317,5/6/2193,989-28-229-1404-4,,107144-12-2024,107144-10848
12318,5/6/2193,989-28-229-9769-6,,107144-96-4815,107144-10849
12319,5/6/2193,989-28-229-7592-2,,107144-54-251,107144-10850
12320,5/6/2193,989-28-229-7592-2,,107144-12-990,107144-10851
12321,5/6/2193,989-28-229-9769-6,,107144-3-8354,107144-10852
12322,5/6/2193,989-28-229-9769-6,,107144-99-8403,107144-10853
12323,5/6/2193,989-28-229-1404-4,,107144-30-2177,107144-10854
12324,5/6/2193,989-28-229-0197-6,0.1,107144-47-8950,107144-10855
12325,5/6/2193,989-28-229-1404-4,,107144-45-2770,107144-10856
12326,5/6/2193,989-28-79-91028-0,,107144-86-7759,107144-10857
12327,5/6/2193,989-28-79-13801-1,,107144-91-8819,107144-10858
12328,5/6/2193,989-28-79-13801-1,,107144-69-1630,107144-10859
12329,5/6/2193,989-28-79-74374-1,,107144-82-1185,107144-10860
12330,5/6/2193,989-28-79-23023-4,,107144-47-874,107144-10861
12331,5/6/2193,989-28-79-71565-6,,107144-95-6731,107144-10862
12332,5/6/2193,989-28-79-23023-4,,107144-6-5984,107144-10863
12333,5/6/2193,989-28-79-71565-6,,107144-56-4649,107144-10864
12334,5/6/2193,989-28-79-23023-4,,107144-84-8458,107144-10865
12335,5/6/2193,989-28-79-13801-1,,107144-77-6601,107144-10866
12336,5/6/2193,989-28-79-26824-4,,107144-6-5772,107144-10867
12337,5/6/2193,989-28-79-74374-1,,107144-15-7697,107144-10868
12338,5/6/2193,989-28-79-91028-0,,107144-90-7733,107144-10869
12339,5/6/2193,989-28-79-13801-1,,107144-51-7751,107144-10870
12340,5/6/2193,989-28-79-23023-4,,107144-39-6485,107144-10871
12341,5/6/2193,989-28-79-55824-6,,107144-4-4192,107144-10872
12342,5/6/2193,989-28-79-74374-1,,107144-70-2220,107144-10873
12343,5/6/2193,989-28-79-13801-1,,107144-1-549,107144-10874
12344,5/6/2193,989-28-79-13801-1,,107144-19-4258,107144-10875
12345,5/6/2193,989-28-79-74374-1,,107144-17-4862,107144-10876
12346,5/6/2193,989-28-79-55824-6,,107144-26-5946,107144-10877
12347,5/6/2193,989-28-79-13801-1,,107144-33-4907,107144-10878
12348,5/6/2193,989-28-79-68531-7,,107144-20-1265,107144-10879
12349,5/6/2193,989-28-79-13801-1,,107144-76-2608,107144-10880
12350,5/6/2193,989-28-79-91028-0,,107144-21-3990,107144-10881
12351,5/6/2193,989-28-79-74374-1,,107144-31-8840,107144-10882
12352,5/6/2193,989-28-79-26824-4,,107144-45-2948,107144-10883
12353,5/6/2193,989-28-79-13801-1,,107144-48-9393,107144-10884
12354,5/6/2193,989-28-79-26824-4,,107144-50-9194,107144-10885
12355,5/6/2193,989-28-79-13801-1,,107144-99-5345,107144-10886
12356,5/6/2193,989-28-79-23023-4,,107144-43-6698,107144-10887
12357,5/6/2193,989-28-79-23023-4,,107144-76-4038,107144-10888
12358,5/6/2193,989-28-79-23023-4,,107144-78-9592,107144-10889
12359,5/6/2193,989-28-79-23023-4,,107144-87-8327,107144-10890
12360,5/6/2193,989-28-79-91028-0,,107144-40-3975,107144-10891
12361,5/6/2193,989-28-79-13801-1,,107144-15-9290,107144-10892
12362,5/6/2193,989-28-79-23023-4,,107144-33-2448,107144-10893
12363,5/6/2193,989-28-79-68089-3,0.05,107144-86-3806,107144-10894
12364,5/6/2193,989-28-79-13801-1,,107144-28-1877,107144-10895
12365,5/6/2193,989-28-79-13801-1,,107144-35-9607,107144-10896
12366,5/6/2193,989-28-79-13801-1,,107144-34-3687,107144-10897
12367,5/6/2193,989-28-79-71565-6,,107144-81-2228,107144-10898
12368,5/6/2193,989-28-79-51397-9,,107144-37-7820,107144-10899
12369,5/6/2193,989-28-79-13801-1,,107144-30-6391,107144-10900
12370,5/6/2193,989-28-79-74374-1,,107144-58-1529,107144-10901
12371,5/6/2193,989-28-79-68089-3,0.05,107144-84-1400,107144-10902
12372,5/6/2193,989-28-3705-222-9,,107144-94-5672,107144-10903
12373,5/6/2193,989-28-3705-222-9,0.13,107144-42-655,107144-10904
12374,5/6/2193,989-28-3705-222-9,,107144-92-2226,107144-10905
12375,5/6/2193,989-28-79-14379-4,,107144-90-3346,107144-10906
12376,5/6/2193,989-28-3705-222-9,,107144-52-5028,107144-10907
12377,5/6/2193,989-28-79-11297-4,,107144-7-9089,107144-10908
12378,5/6/2193,989-28-79-05670-4,,107144-81-3577,107144-10908
12379,5/6/2193,989-28-229-1404-4,,107144-32-8015,107144-10909
12380,5/6/2193,989-28-229-9769-6,,107144-55-1634,107144-10909
12381,5/6/2193,989-28-229-1404-4,,107144-65-1033,107144-10910
12382,5/6/2193,989-28-229-9769-6,,107144-85-655,107144-10910
12383,5/6/2193,989-28-229-0197-6,0.1,107144-93-1566,107144-10911
12384,5/6/2193,989-28-79-13801-1,,107144-7-2844,107144-10911
12385,5/6/2193,989-28-79-23023-4,,107144-13-4039,107144-10912
12386,5/6/2193,989-28-79-74374-1,,107144-14-4829,107144-10912
12387,5/6/2193,989-28-79-91028-0,0.13,107144-38-4581,107144-10913
12388,5/6/2193,989-28-79-55752-2,0.13,107144-42-6295,107144-10913
12389,5/6/2193,989-28-79-13801-1,,107144-46-7821,107144-10914
12390,5/6/2193,989-28-79-23023-4,,107144-77-7752,107144-10914
12391,5/6/2193,989-28-3705-492-6,,107144-53-3515,107144-10915
12392,5/6/2193,989-28-79-91028-0,,107144-90-5849,107144-10915
12393,5/6/2193,989-28-79-74374-1,,107144-47-3632,107144-10916
12394,5/6/2193,989-28-79-74374-1,,107144-47-9160,107144-10916
12395,5/6/2193,989-28-79-74374-1,,107144-68-7626,107144-10917
12396,5/6/2193,989-28-79-23023-4,,107144-93-1487,107144-10917
12397,5/6/2193,989-28-3705-222-9,,107144-48-1927,107144-10918
12398,5/6/2193,989-28-79-23023-4,,107144-97-5963,107144-10918
12399,5/6/2193,989-28-3705-987-7,,107144-41-9159,107144-10919
12400,5/6/2193,989-28-3705-054-6,,107144-79-6979,107144-10919
12401,5/6/2193,989-28-3705-222-9,,107144-87-4409,107144-10919
12402,5/6/2193,989-28-229-1404-4,,107144-3-6247,107144-10920
12403,5/6/2193,989-28-79-74374-1,,107144-36-7107,107144-10920
12404,5/6/2193,989-28-229-7592-2,,107144-87-912,107144-10920
12405,5/6/2193,989-28-79-69807-2,,107144-39-6858,107144-10921
12406,5/6/2193,989-28-229-9769-6,,107144-4-3960,107144-10921
12407,5/6/2193,989-28-79-26824-4,,107144-55-5239,107144-10921
12408,5/6/2193,989-28-79-74374-1,,107144-40-3307,107144-10922
12409,5/6/2193,989-28-79-26824-4,,107144-56-4350,107144-10922
12410,5/6/2193,989-28-3705-222-9,,107144-62-967,107144-10922
12411,5/6/2193,989-28-79-13801-1,,107144-81-9911,107144-10922
12412,5/6/2193,989-28-79-13801-1,,107144-27-2006,107144-10923
12413,5/6/2193,989-28-229-9769-6,,107144-28-8272,107144-10923
12414,5/6/2193,989-28-79-14379-4,,107144-38-8083,107144-10923
12415,5/6/2193,989-28-3705-492-6,,107144-41-5042,107144-10923
12416,5/6/2193,989-28-79-55824-6,,107144-6-3339,107144-10923
12417,5/7/2193,989-28-3705-583-1,,107145-97-2006,107145-10924
12418,5/7/2193,989-28-3705-007-2,,107145-79-2260,107145-10925
12419,5/7/2193,989-28-3705-007-2,,107145-15-3197,107145-10926
12420,5/7/2193,989-28-3705-007-2,,107145-16-7106,107145-10927
12421,5/7/2193,989-28-3705-369-1,,107145-55-5826,107145-10928
12422,5/7/2193,989-28-3705-369-1,,107145-79-5727,107145-10929
12423,5/7/2193,989-28-3705-007-2,,107145-44-1652,107145-10930
12424,5/7/2193,989-28-3705-583-1,,107145-91-1763,107145-10931
12425,5/7/2193,989-28-3705-054-6,,107145-1-6159,107145-10932
12426,5/7/2193,989-28-3705-007-2,,107145-15-7663,107145-10933
12427,5/7/2193,989-28-3705-987-7,,107145-34-7426,107145-10934
12428,5/7/2193,989-28-3705-007-2,,107145-64-9210,107145-10935
12429,5/7/2193,989-28-3705-007-2,,107145-95-688,107145-10936
12430,5/7/2193,989-28-79-45675-7,,107145-4-9443,107145-10937
12431,5/7/2193,989-28-79-45675-7,,107145-76-3491,107145-10938
12432,5/7/2193,989-28-79-22871-2,,107145-84-4113,107145-10939
12433,5/7/2193,989-28-79-18127-7,,107145-89-5161,107145-10940
12434,5/7/2193,989-28-654-3899-6,,107145-44-7847,107145-10941
12435,5/7/2193,989-28-79-69807-2,,107145-39-5692,107145-10942
12436,5/7/2193,989-28-79-13871-4,,107145-20-7108,107145-10943
12437,5/7/2193,989-28-79-13871-4,,107145-12-516,107145-10944
12438,5/7/2193,989-28-79-82749-6,,107145-6-1049,107145-10945
12439,5/7/2193,989-28-79-13871-4,,107145-29-4718,107145-10946
12440,5/7/2193,989-28-79-69807-2,0.13,107145-42-590,107145-10947
12441,5/7/2193,989-28-79-13871-4,,107145-96-9491,107145-10948
12442,5/7/2193,989-28-79-13871-4,,107145-29-4717,107145-10949
12443,5/7/2193,989-28-79-82749-6,,107145-6-1048,107145-10950
12444,5/7/2193,989-28-79-13871-4,,107145-65-9848,107145-10951
12445,5/7/2193,989-28-79-22562-9,,107145-40-2785,107145-10952
12446,5/7/2193,989-28-79-13871-4,,107145-96-9490,107145-10953
12447,5/7/2193,989-28-79-13871-4,,107145-20-7107,107145-10954
12448,5/7/2193,989-28-229-9769-6,,107145-87-6259,107145-10955
12449,5/7/2193,989-28-229-0197-6,0.1,107145-13-7427,107145-10956
12450,5/7/2193,989-28-229-9769-6,,107145-97-7338,107145-10957
12451,5/7/2193,989-28-229-9769-6,,107145-15-8564,107145-10958
12452,5/7/2193,989-28-229-0197-6,0.1,107145-40-923,107145-10959
12453,5/7/2193,989-28-229-1404-4,,107145-22-5095,107145-10960
12454,5/7/2193,989-28-229-3157-7,,107145-66-6656,107145-10961
12455,5/7/2193,989-28-229-6632-6,,107145-89-1122,107145-10962
12456,5/7/2193,989-28-229-9769-6,,107145-12-3409,107145-10963
12457,5/7/2193,989-28-229-9769-6,,107145-97-4346,107145-10964
12458,5/7/2193,989-28-229-1404-4,,107145-98-7166,107145-10965
12459,5/7/2193,989-28-229-0197-6,0.1,107145-99-759,107145-10966
12460,5/7/2193,989-28-79-13801-1,,107145-53-8863,107145-10967
12461,5/7/2193,989-28-79-26824-4,,107145-64-6716,107145-10968
12462,5/7/2193,989-28-79-91028-0,,107145-2-6246,107145-10969
12463,5/7/2193,989-28-79-74374-1,,107145-91-3476,107145-10970
12464,5/7/2193,989-28-79-23023-4,,107145-61-1598,107145-10971
12465,5/7/2193,989-28-79-74374-1,,107145-84-9807,107145-10972
12466,5/7/2193,989-28-79-13801-1,,107145-55-4813,107145-10973
12467,5/7/2193,989-28-79-13801-1,,107145-91-1791,107145-10974
12468,5/7/2193,989-28-79-13801-1,,107145-58-5074,107145-10975
12469,5/7/2193,989-28-79-74374-1,,107145-22-4762,107145-10976
12470,5/7/2193,989-28-79-13801-1,,107145-69-5028,107145-10977
12471,5/7/2193,989-28-79-68089-3,0.05,107145-39-7242,107145-10978
12472,5/7/2193,989-28-79-68089-3,0.05,107145-71-6508,107145-10979
12473,5/7/2193,989-28-79-13801-1,,107145-12-3057,107145-10980
12474,5/7/2193,989-28-79-13801-1,,107145-72-2943,107145-10981
12475,5/7/2193,989-28-79-40897-8,,107145-81-3666,107145-10982
12476,5/7/2193,989-28-79-71565-6,,107145-27-3659,107145-10983
12477,5/7/2193,989-28-79-71565-6,,107145-68-8691,107145-10984
12478,5/7/2193,989-28-79-13801-1,,107145-39-7101,107145-10985
12479,5/7/2193,989-28-3705-222-9,,107145-86-7147,107145-10986
12480,5/7/2193,989-28-3705-222-9,,107145-74-4729,107145-10987
12481,5/7/2193,989-28-3705-222-9,,107145-68-299,107145-10988
12482,5/7/2193,989-28-3705-492-6,,107145-80-284,107145-10989
12483,5/7/2193,989-28-3705-492-6,,107145-88-9097,107145-10990
12484,5/7/2193,989-28-3705-492-6,,107145-30-1252,107145-10991
12485,5/7/2193,989-28-3705-007-2,,107145-82-5555,107145-10992
12486,5/7/2193,989-28-3705-649-4,,107145-89-6137,107145-10992
12487,5/7/2193,989-28-79-13871-4,,107145-12-515,107145-10993
12488,5/7/2193,989-28-79-69807-2,,107145-39-5691,107145-10993
12489,5/7/2193,989-28-79-69807-2,0.13,107145-42-589,107145-10994
12490,5/7/2193,989-28-79-13871-4,0.13,107145-65-9847,107145-10994
12491,5/7/2193,989-28-229-6632-6,,107145-1-734,107145-10995
12492,5/7/2193,989-28-229-1404-4,,107145-68-4331,107145-10995
12493,5/7/2193,989-28-229-7592-2,,107145-97-3319,107145-10995
12494,5/7/2193,989-28-79-91028-0,,107145-2-7758,107145-10996
12495,5/7/2193,989-28-79-26824-4,,107145-74-6481,107145-10996
12496,5/7/2193,989-28-79-13801-1,,107145-12-9463,107145-10997
12497,5/7/2193,989-28-79-13801-1,,107145-56-7482,107145-10997
12498,5/7/2193,989-28-3705-222-9,,107145-60-2925,107145-10998
12499,5/7/2193,989-28-79-91028-0,,107145-86-4655,107145-10998
12500,5/7/2193,989-28-3705-138-3,,107145-28-7003,107145-10999
12501,5/7/2193,989-28-79-45675-7,,107145-32-2434,107145-10999
12502,5/7/2193,989-28-79-74374-1,,107145-46-4109,107145-10999
12503,5/7/2193,989-28-79-05670-4,,107145-87-5268,107145-10999
12504,5/7/2193,989-28-229-1404-4,,107145-18-5092,107145-11000
12505,5/7/2193,989-28-79-13801-1,,107145-66-8379,107145-11000
12506,5/7/2193,989-28-3705-222-9,,107145-17-7585,107145-11001
12507,5/7/2193,989-28-79-05670-4,,107145-46-2199,107145-11001
12508,5/7/2193,989-28-79-13801-1,,107145-76-5355,107145-11001
12509,5/7/2193,989-28-79-23023-4,,107145-84-2318,107145-11001
12510,5/8/2193,989-28-3705-966-2,,107146-37-8273,107146-11002
12511,5/8/2193,989-28-3705-987-7,,107146-32-4186,107146-11003
12512,5/8/2193,989-28-3705-987-7,,107146-68-7477,107146-11004
12513,5/8/2193,989-28-3705-007-2,,107146-63-7755,107146-11005
12514,5/8/2193,989-28-3705-007-2,,107146-98-8222,107146-11006
12515,5/8/2193,989-28-3705-007-2,,107146-21-1557,107146-11007
12516,5/8/2193,989-28-3705-152-9,,107146-88-3805,107146-11008
12517,5/8/2193,989-28-3705-007-2,,107146-49-5842,107146-11009
12518,5/8/2193,989-28-3705-987-7,,107146-62-5672,107146-11010
12519,5/8/2193,989-28-3705-987-7,,107146-83-3983,107146-11011
12520,5/8/2193,989-28-3705-138-3,,107146-14-760,107146-11012
12521,5/8/2193,989-28-79-01991-4,,107146-25-8330,107146-11013
12522,5/8/2193,989-28-79-07610-8,,107146-45-4514,107146-11014
12523,5/8/2193,989-28-79-32105-5,,107146-65-9443,107146-11015
12524,5/8/2193,989-28-79-82197-5,,107146-26-1003,107146-11016
12525,5/8/2193,989-28-79-27078-0,,107146-58-8406,107146-11017
12526,5/8/2193,989-28-79-11297-4,,107146-1-5135,107146-11018
12527,5/8/2193,989-28-79-30536-9,,107146-41-8188,107146-11019
12528,5/8/2193,989-28-79-21991-8,,107146-77-5627,107146-11020
12529,5/8/2193,989-28-79-45675-7,,107146-31-486,107146-11021
12530,5/8/2193,989-28-654-2017-5,,107146-90-8909,107146-11022
12531,5/8/2193,989-28-79-05670-4,,107146-83-394,107146-11023
12532,5/8/2193,989-28-79-05670-4,,107146-92-3429,107146-11024
12533,5/8/2193,989-28-79-05670-4,,107146-61-2799,107146-11025
12534,5/8/2193,989-28-79-82125-8,,107146-9-8026,107146-11026
12535,5/8/2193,989-28-79-69807-2,,107146-48-7065,107146-11027
12536,5/8/2193,989-28-79-13871-4,,107146-30-2263,107146-11028
12537,5/8/2193,989-28-79-13871-4,,107146-30-2262,107146-11029
12538,5/8/2193,989-28-79-69807-2,,107146-54-2494,107146-11030
12539,5/8/2193,989-28-79-69807-2,,107146-54-2493,107146-11031
12540,5/8/2193,989-28-79-05670-4,,107146-44-432,107146-11032
12541,5/8/2193,989-28-79-69807-2,,107146-93-6516,107146-11033
12542,5/8/2193,989-28-654-5771-3,,107146-4-8470,107146-11034
12543,5/8/2193,989-28-654-5771-3,,107146-4-8469,107146-11035
12544,5/8/2193,989-28-229-9769-6,,107146-7-6859,107146-11036
12545,5/8/2193,989-28-229-5891-8,,107146-72-8900,107146-11037
12546,5/8/2193,989-28-229-1404-4,,107146-84-4342,107146-11038
12547,5/8/2193,989-28-229-1404-4,,107146-13-4973,107146-11039
12548,5/8/2193,989-28-229-1404-4,,107146-17-1071,107146-11040
12549,5/8/2193,989-28-229-9769-6,,107146-76-9581,107146-11041
12550,5/8/2193,989-28-229-6632-6,,107146-2-4324,107146-11042
12551,5/8/2193,989-28-229-1404-4,,107146-47-1921,107146-11043
12552,5/8/2193,989-28-229-7592-2,,107146-63-154,107146-11044
12553,5/8/2193,989-28-229-5891-8,,107146-97-7127,107146-11045
12554,5/8/2193,989-28-229-1404-4,,107146-23-4616,107146-11046
12555,5/8/2193,989-28-79-26824-4,,107146-75-5519,107146-11047
12556,5/8/2193,989-28-79-23023-4,,107146-64-2027,107146-11048
12557,5/8/2193,989-28-79-26824-4,,107146-34-9230,107146-11049
12558,5/8/2193,989-28-79-23023-4,,107146-80-9685,107146-11050
12559,5/8/2193,989-28-79-23023-4,,107146-79-6320,107146-11051
12560,5/8/2193,989-28-79-74374-1,,107146-14-6815,107146-11052
12561,5/8/2193,989-28-79-23023-4,,107146-35-1715,107146-11053
12562,5/8/2193,989-28-79-13801-1,,107146-12-1222,107146-11054
12563,5/8/2193,989-28-79-23023-4,,107146-54-8966,107146-11055
12564,5/8/2193,989-28-79-23023-4,,107146-13-5340,107146-11056
12565,5/8/2193,989-28-79-55752-2,,107146-41-5290,107146-11057
12566,5/8/2193,989-28-79-13801-1,,107146-49-2443,107146-11058
12567,5/8/2193,989-28-79-74374-1,,107146-24-5009,107146-11059
12568,5/8/2193,989-28-79-91028-0,,107146-48-8500,107146-11060
12569,5/8/2193,989-28-79-44730-4,,107146-41-9914,107146-11061
12570,5/8/2193,989-28-79-74374-1,,107146-91-8657,107146-11062
12571,5/8/2193,989-28-79-23023-4,,107146-91-6151,107146-11063
12572,5/8/2193,989-28-79-68089-3,0.05,107146-12-8224,107146-11064
12573,5/8/2193,989-28-79-26824-4,,107146-34-9300,107146-11065
12574,5/8/2193,989-28-79-74374-1,,107146-68-9504,107146-11066
12575,5/8/2193,989-28-79-74374-1,,107146-74-3773,107146-11067
12576,5/8/2193,989-28-79-91028-0,,107146-94-9139,107146-11068
12577,5/8/2193,989-28-3705-222-9,,107146-4-2695,107146-11069
12578,5/8/2193,989-28-3705-222-9,,107146-99-453,107146-11070
12579,5/8/2193,989-28-3705-222-9,,107146-14-8615,107146-11071
12580,5/8/2193,989-28-3705-222-9,,107146-61-2169,107146-11072
12581,5/8/2193,989-28-3705-222-9,,107146-8-7954,107146-11073
12582,5/8/2193,989-28-3705-222-9,,107146-88-9646,107146-11074
12583,5/8/2193,989-28-3705-222-9,,107146-75-7498,107146-11075
12584,5/8/2193,989-28-3705-007-2,,107146-24-8949,107146-11076
12585,5/8/2193,989-28-3705-592-3,,107146-76-5903,107146-11076
12586,5/8/2193,989-28-79-21991-8,,107146-36-5278,107146-11077
12587,5/8/2193,989-28-79-30536-9,,107146-85-2461,107146-11077
12588,5/8/2193,989-28-79-69807-2,,107146-48-7064,107146-11078
12589,5/8/2193,989-28-79-82125-8,,107146-9-8025,107146-11078
12590,5/8/2193,989-28-654-5771-3,,107146-4-8468,107146-11079
12591,5/8/2193,989-28-79-71565-6,,107146-11-3884,107146-11080
12592,5/8/2193,989-28-229-9769-6,,107146-98-4372,107146-11080
12593,5/8/2193,989-28-79-13801-1,,107146-34-4467,107146-11081
12594,5/8/2193,989-28-79-23023-4,,107146-46-2242,107146-11081
12595,5/8/2193,989-28-79-23023-4,,107146-49-9271,107146-11082
12596,5/8/2193,989-28-79-26824-4,,107146-91-7114,107146-11082
12597,5/8/2193,989-28-3705-222-9,,107146-1-8797,107146-11083
12598,5/8/2193,989-28-79-03683-6,,107146-76-6266,107146-11083
12599,5/8/2193,989-28-79-69807-2,,107146-93-6515,107146-11083
12600,5/8/2193,989-28-229-1404-4,,107146-1-1140,107146-11084
12601,5/8/2193,989-28-3705-054-6,,107146-61-8677,107146-11084
12602,5/8/2193,989-28-229-7592-2,,107146-69-5196,107146-11084
12603,5/8/2193,989-28-3705-583-1,,107146-70-4431,107146-11084
12604,5/8/2193,989-28-654-2620-7,0.15,107146-1-5766,107169-11079
12605,5/9/2193,989-28-654-2620-7,0.15,107147-1-5724,107146-11116
12606,5/9/2193,989-28-3705-369-1,,107147-43-475,107147-11085
12607,5/9/2193,989-28-3705-987-7,,107147-18-3754,107147-11086
12608,5/9/2193,989-28-3705-592-3,,107147-61-6940,107147-11087
12609,5/9/2193,989-28-3705-007-2,,107147-90-3280,107147-11088
12610,5/9/2193,989-28-3705-987-7,,107147-77-1187,107147-11089
12611,5/9/2193,989-28-3705-007-2,,107147-64-1259,107147-11090
12612,5/9/2193,989-28-3705-583-1,,107147-99-4523,107147-11091
12613,5/9/2193,989-28-3705-007-2,,107147-28-1821,107147-11092
12614,5/9/2193,989-28-3705-007-2,,107147-51-7041,107147-11093
12615,5/9/2193,989-28-3705-007-2,,107147-31-8704,107147-11094
12616,5/9/2193,989-28-3705-054-6,,107147-72-6113,107147-11095
12617,5/9/2193,989-28-3705-007-2,,107147-71-5043,107147-11096
12618,5/9/2193,989-28-3705-007-2,,107147-33-2885,107147-11097
12619,5/9/2193,989-28-3705-987-7,,107147-35-6609,107147-11098
12620,5/9/2193,989-28-3705-987-7,,107147-46-2161,107147-11099
12621,5/9/2193,989-28-79-45675-7,,107147-21-5868,107147-11100
12622,5/9/2193,989-28-79-45675-7,,107147-7-9615,107147-11101
12623,5/9/2193,989-28-79-86624-2,,107147-21-5935,107147-11102
12624,5/9/2193,989-28-79-22871-2,,107147-59-1735,107147-11103
12625,5/9/2193,989-28-79-45675-7,,107147-53-5756,107147-11104
12626,5/9/2193,989-28-79-22871-2,,107147-94-246,107147-11105
12627,5/9/2193,989-28-79-30536-9,,107147-46-4124,107147-11106
12628,5/9/2193,989-28-79-05638-4,,107147-69-8077,107147-11107
12629,5/9/2193,989-28-79-13871-4,,107147-51-6743,107147-11108
12630,5/9/2193,989-28-79-13871-4,,107147-86-467,107147-11109
12631,5/9/2193,989-28-79-82749-6,,107147-43-4667,107147-11110
12632,5/9/2193,989-28-79-13871-4,,107147-51-6742,107147-11111
12633,5/9/2193,989-28-79-13871-4,,107147-17-4713,107147-11112
12634,5/9/2193,989-28-79-82749-6,,107147-43-4666,107147-11113
12635,5/9/2193,989-28-79-13871-4,,107147-13-7408,107147-11114
12636,5/9/2193,989-28-654-2620-7,0.15,107147-1-2794,107147-11115
12637,5/9/2193,989-28-229-1404-4,,107147-43-831,107147-11117
12638,5/9/2193,989-28-229-7592-2,,107147-86-1878,107147-11118
12639,5/9/2193,989-28-229-5891-8,,107147-19-7890,107147-11119
12640,5/9/2193,989-28-229-9769-6,,107147-53-5416,107147-11120
12641,5/9/2193,989-28-229-3157-7,,107147-37-8390,107147-11121
12642,5/9/2193,989-28-229-1404-4,0.13,107147-42-543,107147-11122
12643,5/9/2193,989-28-229-1404-4,,107147-79-3841,107147-11123
12644,5/9/2193,989-28-229-6632-6,,107147-40-6225,107147-11124
12645,5/9/2193,989-28-229-6632-6,,107147-65-3023,107147-11125
12646,5/9/2193,989-28-229-5891-8,,107147-1-5467,107147-11126
12647,5/9/2193,989-28-229-7592-2,,107147-1-9654,107147-11127
12648,5/9/2193,989-28-229-9769-6,,107147-40-270,107147-11128
12649,5/9/2193,989-28-229-7592-2,,107147-6-8926,107147-11129
12650,5/9/2193,989-28-229-1404-4,,107147-24-1806,107147-11130
12651,5/9/2193,989-28-79-74374-1,,107147-31-32,107147-11131
12652,5/9/2193,989-28-79-23023-4,,107147-96-9421,107147-11132
12653,5/9/2193,989-28-79-68089-3,0.05,107147-85-9838,107147-11133
12654,5/9/2193,989-28-79-51397-9,,107147-96-8453,107147-11134
12655,5/9/2193,989-28-79-91028-0,,107147-71-3510,107147-11135
12656,5/9/2193,989-28-79-40897-8,,107147-31-4188,107147-11136
12657,5/9/2193,989-28-79-91028-0,,107147-56-3833,107147-11137
12658,5/9/2193,989-28-79-74374-1,,107147-61-9753,107147-11138
12659,5/9/2193,989-28-79-13801-1,,107147-39-6333,107147-11140
12660,5/9/2193,989-28-79-13801-1,,107147-50-4410,107147-11141
12661,5/9/2193,989-28-79-91028-0,,107147-2-389,107147-11142
12662,5/9/2193,989-28-79-74374-1,,107147-41-9795,107147-11143
12663,5/9/2193,989-28-79-23023-4,,107147-53-499,107147-11144
12664,5/9/2193,989-28-79-74374-1,,107147-80-4936,107147-11145
12665,5/9/2193,989-28-79-23023-4,,107147-23-8560,107147-11146
12666,5/9/2193,989-28-79-23023-4,,107147-16-6867,107147-11147
12667,5/9/2193,989-28-79-91028-0,,107147-24-2317,107147-11148
12668,5/9/2193,989-28-3705-222-9,,107147-25-8184,107147-11149
12669,5/9/2193,989-28-3705-222-9,,107147-11-3558,107147-11150
12670,5/9/2193,989-28-3705-222-9,,107147-23-9267,107147-11151
12671,5/9/2193,989-28-79-13871-4,,107147-13-7407,107147-11152
12672,5/9/2193,989-28-79-13871-4,,107147-17-4712,107147-11153
12673,5/9/2193,989-28-79-74374-1,,107147-49-9950,107147-11153
12674,5/9/2193,989-28-79-69807-2,,107147-22-8062,107147-11154
12675,5/9/2193,989-28-79-82125-8,,107147-41-8650,107147-11154
12676,5/9/2193,989-28-79-91028-0,,107147-5-1958,107147-11155
12677,5/9/2193,989-28-79-82749-6,,107147-77-8269,107147-11155
12678,5/9/2193,989-28-79-55824-6,,107147-22-6106,107147-11156
12679,5/9/2193,989-28-79-13801-1,,107147-33-7984,107147-11156
12680,5/9/2193,989-28-79-74374-1,,107147-57-7486,107147-11157
12681,5/9/2193,989-28-79-91028-0,,107147-89-3205,107147-11158
12682,5/9/2193,989-28-79-91028-0,,107147-89-7328,107147-11158
12683,5/9/2193,989-28-3705-222-9,,107147-20-4982,107147-11159
12684,5/9/2193,989-28-3705-966-2,,107147-82-1221,107147-11159
12685,5/9/2193,989-28-79-05670-4,,107147-26-4141,107147-11160
12686,5/9/2193,989-28-79-82125-8,,107147-41-8649,107147-11160
12687,5/9/2193,989-28-3705-007-2,,107147-98-9197,107147-11160
12688,5/9/2193,989-28-79-69807-2,,107147-22-8061,107147-11161
12689,5/9/2193,989-28-79-13871-4,,107147-86-466,107147-11161
12690,5/9/2193,989-28-79-74374-1,,107147-30-6302,107147-11162
12691,5/9/2193,989-28-79-71565-6,,107147-5-954,107147-11162
12692,5/9/2193,989-28-79-23023-4,,107147-98-3775,107147-11162
12693,5/9/2193,989-28-79-68089-3,0.05,107147-61-1219,107147-11163
12694,5/9/2193,989-28-79-13801-1,,107147-16-7680,107147-11163
12695,5/9/2193,989-28-79-51397-9,,107147-7-6686,107147-11163
12696,5/9/2193,989-28-79-82749-6,,107147-77-8268,107147-11163
12697,5/10/2193,989-28-654-2620-7,0.15,107148-1-3729,107117-11213
12698,5/10/2193,989-28-3705-007-2,,107148-4-2159,107148-11164
12699,5/10/2193,989-28-3705-007-2,,107148-50-46,107148-11165
12700,5/10/2193,989-28-3705-136-9,,107148-19-8602,107148-11166
12701,5/10/2193,989-28-3705-987-7,,107148-96-6688,107148-11167
12702,5/10/2193,989-28-3705-987-7,,107148-81-3167,107148-11168
