Sales_ID,Sale Date,ISBN,OrderID
18814,6/17/2193,989-28-79-05670-4,107186-16553
18815,6/17/2193,989-28-79-82125-8,107186-16554
18816,6/17/2193,989-28-79-13871-4,107186-16555
18817,6/17/2193,989-28-229-7592-2,107186-16556
18818,6/17/2193,989-28-229-0197-6,107186-16557
18819,6/17/2193,989-28-229-6632-6,107186-16558
18820,6/17/2193,989-28-229-5891-8,107186-16559
18821,6/17/2193,989-28-229-7592-2,107186-16560
18822,6/17/2193,989-28-229-6632-6,107186-16561
18823,6/17/2193,989-28-229-1404-4,107186-16562
18824,6/17/2193,989-28-229-3157-7,107186-16563
18825,6/17/2193,989-28-229-9769-6,107186-16564
18826,6/17/2193,989-28-229-9769-6,107186-16565
18827,6/17/2193,989-28-229-1404-4,107186-16566
18828,6/17/2193,989-28-229-9769-6,107186-16567
18829,6/17/2193,989-28-229-7592-2,107186-16568
18830,6/17/2193,989-28-229-9769-6,107186-16569
18831,6/17/2193,989-28-79-26824-4,107186-16570
18832,6/17/2193,989-28-79-55752-2,107186-16571
18833,6/17/2193,989-28-79-68089-3,107186-16572
18834,6/17/2193,989-28-79-13801-1,107186-16573
18835,6/17/2193,989-28-79-23023-4,107186-16574
18836,6/17/2193,989-28-79-13801-1,107186-16576
18837,6/17/2193,989-28-79-13801-1,107186-16577
18838,6/17/2193,989-28-79-91028-0,107186-16578
18839,6/17/2193,989-28-79-26824-4,107186-16579
18840,6/17/2193,989-28-79-23023-4,107186-16580
18841,6/17/2193,989-28-79-23023-4,107186-16581
18842,6/17/2193,989-28-79-36485-4,107186-16582
18843,6/17/2193,989-28-79-71565-6,107186-16583
18844,6/17/2193,989-28-79-68089-3,107186-16584
18845,6/17/2193,989-28-79-91028-0,107186-16585
18846,6/17/2193,989-28-79-13801-1,107186-16586
18847,6/17/2193,989-28-79-40897-8,107186-16587
18848,6/17/2193,989-28-79-23023-4,107186-16588
18849,6/17/2193,989-28-79-71565-6,107186-16589
18850,6/17/2193,989-28-79-91028-0,107186-16590
18851,6/17/2193,989-28-79-71565-6,107186-16591
18852,6/17/2193,989-28-79-71565-6,107186-16592
18853,6/17/2193,989-28-79-68089-3,107186-16593
18854,6/17/2193,989-28-79-40897-8,107186-16594
18855,6/17/2193,989-28-79-13801-1,107186-16595
18856,6/17/2193,989-28-79-68089-3,107186-16596
18857,6/17/2193,989-28-79-40897-8,107186-16597
18858,6/17/2193,989-28-79-13801-1,107186-16598
18859,6/17/2193,989-28-79-23023-4,107186-16599
18860,6/17/2193,989-28-79-13801-1,107186-16600
18861,6/17/2193,989-28-79-13801-1,107186-16601
18862,6/17/2193,989-28-79-23023-4,107186-16602
18863,6/17/2193,989-28-79-23023-4,107186-16603
18864,6/17/2193,989-28-79-13801-1,107186-16604
18865,6/17/2193,989-28-79-68089-3,107186-16606
18866,6/17/2193,989-28-79-71565-6,107186-16607
18867,6/17/2193,989-28-79-26824-4,107186-16608
18868,6/17/2193,989-28-79-91028-0,107186-16609
18869,6/17/2193,989-28-79-23023-4,107186-16610
18870,6/17/2193,989-28-79-71565-6,107186-16611
18871,6/17/2193,989-28-3705-492-6,107186-16612
18872,6/17/2193,989-28-79-03683-6,107186-16613
18873,6/17/2193,989-28-3705-222-9,107186-16614
18874,6/17/2193,989-28-3705-222-9,107186-16615
18875,6/17/2193,989-28-79-03683-6,107186-16616
18876,6/17/2193,989-28-3705-222-9,107186-16617
18877,6/17/2193,989-28-79-03683-6,107186-16618
18878,6/17/2193,989-28-3705-492-6,107186-16619
18879,6/17/2193,989-28-3705-222-9,107186-16620
18880,6/17/2193,989-28-3705-222-9,107186-16621
18881,6/17/2193,989-28-79-74374-1,107186-16622
18882,6/17/2193,989-28-3705-583-1,107186-16623
18883,6/17/2193,989-28-3705-987-7,107186-16623
18884,6/17/2193,989-28-3705-152-9,107186-16624
18885,6/17/2193,989-28-3705-007-2,107186-16624
18886,6/17/2193,989-28-79-32105-5,107186-16625
18887,6/17/2193,989-28-3705-649-4,107186-16625
18888,6/17/2193,989-28-79-05670-4,107186-16626
18889,6/17/2193,989-28-79-13871-4,107186-16626
18890,6/17/2193,989-28-79-82749-6,107186-16627
18891,6/17/2193,989-28-79-05670-4,107186-16627
18892,6/17/2193,989-28-229-7592-2,107186-16628
18893,6/17/2193,989-28-229-9769-6,107186-16628
18894,6/17/2193,989-28-229-1404-4,107186-16629
18895,6/17/2193,989-28-229-1404-4,107186-16629
18896,6/17/2193,989-28-79-74374-1,107186-16630
18897,6/17/2193,989-28-79-23023-4,107186-16630
18898,6/17/2193,989-28-79-68089-3,107186-16631
18899,6/17/2193,989-28-79-26824-4,107186-16631
18900,6/17/2193,989-28-79-55824-6,107186-16632
18901,6/17/2193,989-28-79-03683-6,107186-16632
18902,6/17/2193,989-28-3705-222-9,107186-16633
18903,6/17/2193,989-28-3705-369-1,107186-16633
18904,6/17/2193,989-28-79-69807-2,107186-16634
18905,6/17/2193,989-28-79-13871-4,107186-16634
18906,6/17/2193,989-28-79-23023-4,107186-16634
18907,6/17/2193,989-28-229-1404-4,107186-16635
18908,6/17/2193,989-28-79-13801-1,107186-16635
18909,6/17/2193,989-28-79-26824-4,107186-16635
18910,6/17/2193,989-28-79-13871-4,107186-16636
18911,6/17/2193,989-28-79-03683-6,107186-16636
18912,6/17/2193,989-28-229-7592-2,107186-16636
18913,6/17/2193,989-28-3705-492-6,107186-16636
18914,6/18/2193,989-28-79-16826-1,107186-16758
18915,6/18/2193,989-28-3705-583-1,107187-16637
18916,6/18/2193,989-28-3705-649-4,107187-16638
18917,6/18/2193,989-28-3705-007-2,107187-16639
18918,6/18/2193,989-28-3705-138-3,107187-16640
18919,6/18/2193,989-28-3705-966-2,107187-16641
18920,6/18/2193,989-28-3705-007-2,107187-16642
18921,6/18/2193,989-28-3705-136-9,107187-16643
18922,6/18/2193,989-28-3705-007-2,107187-16644
18923,6/18/2193,989-28-3705-007-2,107187-16645
18924,6/18/2193,989-28-3705-054-6,107187-16646
18925,6/18/2193,989-28-3705-007-2,107187-16647
18926,6/18/2193,989-28-3705-007-2,107187-16648
18927,6/18/2193,989-28-3705-583-1,107187-16649
18928,6/18/2193,989-28-3705-007-2,107187-16650
18929,6/18/2193,989-28-3705-007-2,107187-16651
18930,6/18/2193,989-28-79-86624-2,107187-16652
18931,6/18/2193,989-28-79-86624-2,107187-16653
18932,6/18/2193,989-28-79-11297-4,107187-16654
18933,6/18/2193,989-28-79-11297-4,107187-16655
18934,6/18/2193,989-28-79-45675-7,107187-16656
18935,6/18/2193,989-28-79-27078-0,107187-16657
18936,6/18/2193,989-28-79-82197-5,107187-16658
18937,6/18/2193,989-28-79-16826-1,107187-16659
18938,6/18/2193,989-28-79-21991-8,107187-16660
18939,6/18/2193,989-28-79-21991-8,107187-16661
18940,6/18/2193,989-28-79-01991-4,107187-16662
18941,6/18/2193,989-28-79-11297-4,107187-16663
18942,6/18/2193,989-28-79-45675-7,107187-16664
18943,6/18/2193,989-28-79-11297-4,107187-16665
18944,6/18/2193,989-28-79-11297-4,107187-16666
18945,6/18/2193,989-28-79-45675-7,107187-16667
18946,6/18/2193,989-28-79-05670-4,107187-16668
18947,6/18/2193,989-28-79-69807-2,107187-16669
18948,6/18/2193,989-28-79-05670-4,107187-16670
18949,6/18/2193,989-28-79-69807-2,107187-16671
18950,6/18/2193,989-28-79-13871-4,107187-16672
18951,6/18/2193,989-28-79-13871-4,107187-16673
18952,6/18/2193,989-28-79-13871-4,107187-16674
18953,6/18/2193,989-28-654-4370-9,107187-16675
18954,6/18/2193,989-28-229-9769-6,107187-16676
18955,6/18/2193,989-28-229-0197-6,107187-16677
18956,6/18/2193,989-28-229-7592-2,107187-16678
18957,6/18/2193,989-28-229-5891-8,107187-16679
18958,6/18/2193,989-28-229-3157-7,107187-16680
18959,6/18/2193,989-28-229-6632-6,107187-16681
18960,6/18/2193,989-28-229-0197-6,107187-16682
18961,6/18/2193,989-28-229-6632-6,107187-16683
18962,6/18/2193,989-28-229-0197-6,107187-16684
18963,6/18/2193,989-28-229-1404-4,107187-16685
18964,6/18/2193,989-28-229-1404-4,107187-16686
18965,6/18/2193,989-28-229-6632-6,107187-16687
18966,6/18/2193,989-28-229-7592-2,107187-16688
18967,6/18/2193,989-28-229-1404-4,107187-16689
18968,6/18/2193,989-28-229-0197-6,107187-16690
18969,6/18/2193,989-28-229-9769-6,107187-16691
18970,6/18/2193,989-28-229-6632-6,107187-16692
18971,6/18/2193,989-28-229-6632-6,107187-16693
18972,6/18/2193,989-28-229-6632-6,107187-16694
18973,6/18/2193,989-28-229-9769-6,107187-16695
18974,6/18/2193,989-28-229-0197-6,107187-16696
18975,6/18/2193,989-28-229-1404-4,107187-16697
18976,6/18/2193,989-28-229-7592-2,107187-16698
18977,6/18/2193,989-28-229-1404-4,107187-16699
18978,6/18/2193,989-28-229-9769-6,107187-16700
18979,6/18/2193,989-28-229-3157-7,107187-16701
18980,6/18/2193,989-28-229-6632-6,107187-16702
18981,6/18/2193,989-28-79-26824-4,107187-16703
18982,6/18/2193,989-28-79-23023-4,107187-16704
18983,6/18/2193,989-28-79-23023-4,107187-16705
18984,6/18/2193,989-28-79-13801-1,107187-16706
18985,6/18/2193,989-28-79-74374-1,107187-16707
18986,6/18/2193,989-28-79-23023-4,107187-16708
18987,6/18/2193,989-28-79-13801-1,107187-16709
18988,6/18/2193,989-28-79-91028-0,107187-16710
18989,6/18/2193,989-28-79-26824-4,107187-16711
18990,6/18/2193,989-28-79-13801-1,107187-16712
18991,6/18/2193,989-28-79-68089-3,107187-16713
18992,6/18/2193,989-28-79-13801-1,107187-16714
18993,6/18/2193,989-28-79-13801-1,107187-16715
18994,6/18/2193,989-28-79-26824-4,107187-16716
18995,6/18/2193,989-28-79-74374-1,107187-16717
18996,6/18/2193,989-28-79-23023-4,107187-16718
18997,6/18/2193,989-28-79-23023-4,107187-16719
18998,6/18/2193,989-28-79-91028-0,107187-16720
18999,6/18/2193,989-28-79-26824-4,107187-16721
19000,6/18/2193,989-28-79-74374-1,107187-16722
19001,6/18/2193,989-28-79-26824-4,107187-16723
19002,6/18/2193,989-28-79-74374-1,107187-16724
19003,6/18/2193,989-28-79-23023-4,107187-16725
19004,6/18/2193,989-28-79-13801-1,107187-16726
19005,6/18/2193,989-28-79-71565-6,107187-16727
19006,6/18/2193,989-28-79-74374-1,107187-16728
19007,6/18/2193,989-28-79-26824-4,107187-16729
19008,6/18/2193,989-28-79-23023-4,107187-16730
19009,6/18/2193,989-28-79-26824-4,107187-16731
19010,6/18/2193,989-28-79-71565-6,107187-16732
19011,6/18/2193,989-28-79-23023-4,107187-16733
19012,6/18/2193,989-28-79-74374-1,107187-16734
19013,6/18/2193,989-28-79-13801-1,107187-16735
19014,6/18/2193,989-28-79-74374-1,107187-16736
19015,6/18/2193,989-28-79-74374-1,107187-16737
19016,6/18/2193,989-28-79-23023-4,107187-16738
19017,6/18/2193,989-28-79-13801-1,107187-16739
19018,6/18/2193,989-28-79-13801-1,107187-16740
19019,6/18/2193,989-28-3705-492-6,107187-16741
19020,6/18/2193,989-28-3705-222-9,107187-16742
19021,6/18/2193,989-28-3705-492-6,107187-16743
19022,6/18/2193,989-28-3705-222-9,107187-16744
19023,6/18/2193,989-28-79-03683-6,107187-16745
19024,6/18/2193,989-28-3705-007-2,107187-16746
19025,6/18/2193,989-28-79-64693-6,107187-16746
19026,6/18/2193,989-28-79-04510-4,107187-16747
19027,6/18/2193,989-28-79-01991-4,107187-16747
19028,6/18/2193,989-28-79-04510-4,107187-16748
19029,6/18/2193,989-28-79-22871-2,107187-16748
19030,6/18/2193,989-28-79-69807-2,107187-16749
19031,6/18/2193,989-28-654-2017-5,107187-16749
19032,6/18/2193,989-28-79-82749-6,107187-16750
19033,6/18/2193,989-28-79-82749-6,107187-16750
19034,6/18/2193,989-28-229-6632-6,107187-16751
19035,6/18/2193,989-28-229-1404-4,107187-16751
19036,6/18/2193,989-28-79-71565-6,107187-16752
19037,6/18/2193,989-28-79-74374-1,107187-16752
19038,6/18/2193,989-28-79-68089-3,107187-16753
19039,6/18/2193,989-28-79-74374-1,107187-16753
19040,6/18/2193,989-28-79-23023-4,107187-16754
19041,6/18/2193,989-28-3705-222-9,107187-16754
19042,6/18/2193,989-28-3705-492-6,107187-16755
19043,6/18/2193,989-28-3705-222-9,107187-16755
19044,6/18/2193,989-28-79-16826-1,107187-16756
19045,6/18/2193,989-28-3705-007-2,107187-16756
19046,6/18/2193,989-28-3705-007-2,107187-16756
19047,6/18/2193,989-28-79-21991-8,107187-16757
19048,6/18/2193,989-28-79-86624-2,107187-16757
19049,6/18/2193,989-28-79-32105-5,107187-16757
19050,6/18/2193,989-28-79-13871-4,107187-16758
19051,6/18/2193,989-28-79-07610-8,107187-16758
19052,6/18/2193,989-28-79-05670-4,107187-16759
19053,6/18/2193,989-28-79-69807-2,107187-16759
19054,6/18/2193,989-28-79-91028-0,107187-16759
19055,6/18/2193,989-28-79-23023-4,107187-16759
19056,6/18/2193,989-28-79-13801-1,107187-16760
19057,6/18/2193,989-28-79-23023-4,107187-16760
19058,6/18/2193,989-28-79-13801-1,107187-16760
19059,6/19/2193,989-28-79-16826-1,107187-16784
19060,6/19/2193,989-28-3705-007-2,107188-16761
19061,6/19/2193,989-28-3705-007-2,107188-16762
19062,6/19/2193,989-28-3705-007-2,107188-16763
19063,6/19/2193,989-28-3705-007-2,107188-16764
19064,6/19/2193,989-28-3705-007-2,107188-16765
19065,6/19/2193,989-28-3705-987-7,107188-16766
19066,6/19/2193,989-28-3705-007-2,107188-16767
19067,6/19/2193,989-28-3705-007-2,107188-16768
19068,6/19/2193,989-28-3705-649-4,107188-16769
19069,6/19/2193,989-28-3705-007-2,107188-16770
19070,6/19/2193,989-28-3705-966-2,107188-16771
19071,6/19/2193,989-28-3705-054-6,107188-16772
19072,6/19/2193,989-28-3705-966-2,107188-16773
19073,6/19/2193,989-28-3705-138-3,107188-16774
19074,6/19/2193,989-28-3705-007-2,107188-16775
19075,6/19/2193,989-28-3705-369-1,107188-16776
19076,6/19/2193,989-28-3705-369-1,107188-16777
19077,6/19/2193,989-28-3705-987-7,107188-16778
19078,6/19/2193,989-28-3705-007-2,107188-16779
19079,6/19/2193,989-28-3705-987-7,107188-16780
19080,6/19/2193,989-28-79-04510-4,107188-16781
19081,6/19/2193,989-28-79-16826-1,107188-16782
19082,6/19/2193,989-28-79-45675-7,107188-16783
19083,6/19/2193,989-28-79-16826-1,107188-16785
19084,6/19/2193,989-28-79-87459-9,107188-16786
19085,6/19/2193,989-28-79-52883-6,107188-16787
19086,6/19/2193,989-28-79-45675-7,107188-16788
19087,6/19/2193,989-28-79-21991-8,107188-16789
19088,6/19/2193,989-28-79-11297-4,107188-16790
19089,6/19/2193,989-28-79-11297-4,107188-16791
19090,6/19/2193,989-28-79-82197-5,107188-16792
19091,6/19/2193,989-28-79-13871-4,107188-16793
19092,6/19/2193,989-28-79-69807-2,107188-16794
19093,6/19/2193,989-28-79-13871-4,107188-16795
19094,6/19/2193,989-28-79-69807-2,107188-16796
19095,6/19/2193,989-28-79-13871-4,107188-16797
19096,6/19/2193,989-28-79-69807-2,107188-16798
19097,6/19/2193,989-28-79-69807-2,107188-16799
19098,6/19/2193,989-28-79-82749-6,107188-16800
19099,6/19/2193,989-28-79-05670-4,107188-16801
19100,6/19/2193,989-28-79-13871-4,107188-16802
19101,6/19/2193,989-28-79-05670-4,107188-16803
19102,6/19/2193,989-28-79-82749-6,107188-16804
19103,6/19/2193,989-28-229-0197-6,107188-16805
19104,6/19/2193,989-28-229-1404-4,107188-16806
19105,6/19/2193,989-28-229-5891-8,107188-16807
19106,6/19/2193,989-28-229-1404-4,107188-16808
19107,6/19/2193,989-28-229-1404-4,107188-16809
19108,6/19/2193,989-28-229-7592-2,107188-16810
19109,6/19/2193,989-28-229-7592-2,107188-16811
19110,6/19/2193,989-28-229-9769-6,107188-16812
19111,6/19/2193,989-28-229-1404-4,107188-16813
19112,6/19/2193,989-28-229-6632-6,107188-16814
19113,6/19/2193,989-28-229-9769-6,107188-16815
19114,6/19/2193,989-28-229-5891-8,107188-16816
19115,6/19/2193,989-28-229-9769-6,107188-16817
19116,6/19/2193,989-28-229-3157-7,107188-16818
19117,6/19/2193,989-28-229-7592-2,107188-16819
19118,6/19/2193,989-28-229-1404-4,107188-16820
19119,6/19/2193,989-28-229-3157-7,107188-16821
19120,6/19/2193,989-28-229-6632-6,107188-16822
19121,6/19/2193,989-28-79-26824-4,107188-16823
19122,6/19/2193,989-28-79-74374-1,107188-16824
19123,6/19/2193,989-28-79-23023-4,107188-16825
19124,6/19/2193,989-28-79-91028-0,107188-16826
19125,6/19/2193,989-28-79-91028-0,107188-16827
19126,6/19/2193,989-28-79-26824-4,107188-16828
19127,6/19/2193,989-28-79-13801-1,107188-16829
19128,6/19/2193,989-28-79-68089-3,107188-16830
19129,6/19/2193,989-28-79-26824-4,107188-16831
19130,6/19/2193,989-28-79-23023-4,107188-16832
19131,6/19/2193,989-28-79-13801-1,107188-16833
19132,6/19/2193,989-28-79-91028-0,107188-16834
19133,6/19/2193,989-28-79-74374-1,107188-16835
19134,6/19/2193,989-28-79-40897-8,107188-16836
19135,6/19/2193,989-28-79-68089-3,107188-16837
19136,6/19/2193,989-28-79-13801-1,107188-16838
19137,6/19/2193,989-28-79-68089-3,107188-16839
19138,6/19/2193,989-28-79-26824-4,107188-16840
19139,6/19/2193,989-28-79-91028-0,107188-16841
19140,6/19/2193,989-28-79-13801-1,107188-16842
19141,6/19/2193,989-28-79-68089-3,107188-16843
19142,6/19/2193,989-28-79-91028-0,107188-16844
19143,6/19/2193,989-28-79-23023-4,107188-16845
19144,6/19/2193,989-28-79-43574-5,107188-16846
19145,6/19/2193,989-28-79-40897-8,107188-16847
19146,6/19/2193,989-28-79-68089-3,107188-16848
19147,6/19/2193,989-28-79-13801-1,107188-16849
19148,6/19/2193,989-28-79-40897-8,107188-16850
19149,6/19/2193,989-28-79-23023-4,107188-16851
19150,6/19/2193,989-28-79-43574-5,107188-16852
19151,6/19/2193,989-28-79-23023-4,107188-16853
19152,6/19/2193,989-28-79-26824-4,107188-16854
19153,6/19/2193,989-28-79-13801-1,107188-16855
19154,6/19/2193,989-28-79-23023-4,107188-16856
19155,6/19/2193,989-28-79-13801-1,107188-16857
19156,6/19/2193,989-28-79-71565-6,107188-16858
19157,6/19/2193,989-28-79-26824-4,107188-16859
19158,6/19/2193,989-28-79-26824-4,107188-16860
19159,6/19/2193,989-28-79-26824-4,107188-16861
19160,6/19/2193,989-28-79-40897-8,107188-16862
19161,6/19/2193,989-28-79-13801-1,107188-16863
19162,6/19/2193,989-28-79-74374-1,107188-16864
19163,6/19/2193,989-28-79-13801-1,107188-16865
19164,6/19/2193,989-28-79-13801-1,107188-16866
19165,6/19/2193,989-28-79-74374-1,107188-16867
19166,6/19/2193,989-28-79-26824-4,107188-16868
19167,6/19/2193,989-28-79-74374-1,107188-16869
19168,6/19/2193,989-28-79-74374-1,107188-16870
19169,6/19/2193,989-28-79-74374-1,107188-16871
19170,6/19/2193,989-28-79-13801-1,107188-16872
19171,6/19/2193,989-28-79-13801-1,107188-16873
19172,6/19/2193,989-28-79-23023-4,107188-16874
19173,6/19/2193,989-28-3705-222-9,107188-16875
19174,6/19/2193,989-28-3705-492-6,107188-16876
19175,6/19/2193,989-28-3705-222-9,107188-16877
19176,6/19/2193,989-28-3705-492-6,107188-16878
19177,6/19/2193,989-28-79-03683-6,107188-16879
19178,6/19/2193,989-28-79-03683-6,107188-16880
19179,6/19/2193,989-28-3705-222-9,107188-16881
19180,6/19/2193,989-28-3705-222-9,107188-16882
19181,6/19/2193,989-28-3705-222-9,107188-16883
19182,6/19/2193,989-28-79-13801-1,107188-16884
19183,6/19/2193,989-28-3705-649-4,107188-16885
19184,6/19/2193,989-28-3705-007-2,107188-16885
19185,6/19/2193,989-28-79-16826-1,107188-16886
19186,6/19/2193,989-28-79-45675-7,107188-16886
19187,6/19/2193,989-28-79-22562-9,107188-16887
19188,6/19/2193,989-28-79-16826-1,107188-16887
19189,6/19/2193,989-28-654-4370-9,107188-16888
19190,6/19/2193,989-28-229-7592-2,107188-16888
19191,6/19/2193,989-28-79-40897-8,107188-16889
19192,6/19/2193,989-28-79-13801-1,107188-16890
19193,6/19/2193,989-28-79-74374-1,107188-16890
19194,6/19/2193,989-28-79-74374-1,107188-16891
19195,6/19/2193,989-28-79-40897-8,107188-16891
19196,6/19/2193,989-28-79-26824-4,107188-16892
19197,6/19/2193,989-28-3705-222-9,107188-16892
19198,6/19/2193,989-28-79-22562-9,107188-16893
19199,6/19/2193,989-28-3705-138-3,107188-16893
19200,6/19/2193,989-28-229-5891-8,107188-16893
19201,6/19/2193,989-28-3705-222-9,107188-16894
19202,6/19/2193,989-28-79-74374-1,107188-16894
19203,6/19/2193,989-28-229-1404-4,107188-16894
19204,6/20/2193,989-28-79-16826-1,107171-17005
19205,6/20/2193,989-28-3705-007-2,107189-16895
19206,6/20/2193,989-28-3705-987-7,107189-16896
19207,6/20/2193,989-28-3705-007-2,107189-16897
19208,6/20/2193,989-28-3705-583-1,107189-16898
19209,6/20/2193,989-28-3705-138-3,107189-16899
19210,6/20/2193,989-28-3705-007-2,107189-16900
19211,6/20/2193,989-28-3705-136-9,107189-16901
19212,6/20/2193,989-28-3705-007-2,107189-16902
19213,6/20/2193,989-28-3705-369-1,107189-16903
19214,6/20/2193,989-28-3705-007-2,107189-16904
19215,6/20/2193,989-28-3705-966-2,107189-16905
19216,6/20/2193,989-28-3705-007-2,107189-16906
19217,6/20/2193,989-28-3705-966-2,107189-16907
19218,6/20/2193,989-28-3705-583-1,107189-16908
19219,6/20/2193,989-28-3705-592-3,107189-16909
19220,6/20/2193,989-28-3705-007-2,107189-16910
19221,6/20/2193,989-28-3705-007-2,107189-16911
19222,6/20/2193,989-28-3705-007-2,107189-16912
19223,6/20/2193,989-28-3705-583-1,107189-16913
19224,6/20/2193,989-28-3705-007-2,107189-16914
19225,6/20/2193,989-28-3705-987-7,107189-16915
19226,6/20/2193,989-28-3705-007-2,107189-16916
19227,6/20/2193,989-28-79-11297-4,107189-16917
19228,6/20/2193,989-28-79-45675-7,107189-16918
19229,6/20/2193,989-28-79-11297-4,107189-16919
19230,6/20/2193,989-28-79-32105-5,107189-16920
19231,6/20/2193,989-28-79-16826-1,107189-16921
19232,6/20/2193,989-28-79-11297-4,107189-16922
19233,6/20/2193,989-28-79-21991-8,107189-16923
19234,6/20/2193,989-28-79-22871-2,107189-16924
19235,6/20/2193,989-28-79-01991-4,107189-16925
19236,6/20/2193,989-28-79-11297-4,107189-16926
19237,6/20/2193,989-28-79-82197-5,107189-16927
19238,6/20/2193,989-28-79-11297-4,107189-16928
19239,6/20/2193,989-28-79-22871-2,107189-16929
19240,6/20/2193,989-28-79-16826-1,107189-16930
19241,6/20/2193,989-28-79-16826-1,107189-16931
19242,6/20/2193,989-28-79-69807-2,107189-16932
19243,6/20/2193,989-28-79-69807-2,107189-16933
19244,6/20/2193,989-28-79-69807-2,107189-16934
19245,6/20/2193,989-28-79-13871-4,107189-16935
19246,6/20/2193,989-28-79-82749-6,107189-16936
19247,6/20/2193,989-28-79-69807-2,107189-16937
19248,6/20/2193,989-28-79-69807-2,107189-16938
19249,6/20/2193,989-28-79-82125-8,107189-16939
19250,6/20/2193,989-28-79-69807-2,107189-16940
19251,6/20/2193,989-28-79-82749-6,107189-16941
19252,6/20/2193,989-28-654-9826-6,107189-16942
19253,6/20/2193,989-28-654-6033-1,107189-16943
19254,6/20/2193,989-28-229-7592-2,107189-16944
19255,6/20/2193,989-28-229-6632-6,107189-16945
19256,6/20/2193,989-28-229-7592-2,107189-16946
19257,6/20/2193,989-28-229-5891-8,107189-16947
19258,6/20/2193,989-28-229-1404-4,107189-16948
19259,6/20/2193,989-28-229-7592-2,107189-16949
19260,6/20/2193,989-28-229-7592-2,107189-16950
19261,6/20/2193,989-28-229-9769-6,107189-16951
19262,6/20/2193,989-28-229-6632-6,107189-16952
19263,6/20/2193,989-28-229-6632-6,107189-16953
19264,6/20/2193,989-28-229-6632-6,107189-16954
19265,6/20/2193,989-28-79-74374-1,107189-16955
19266,6/20/2193,989-28-79-13801-1,107189-16956
19267,6/20/2193,989-28-79-23023-4,107189-16957
19268,6/20/2193,989-28-79-23023-4,107189-16958
19269,6/20/2193,989-28-79-26824-4,107189-16959
19270,6/20/2193,989-28-79-40897-8,107189-16960
19271,6/20/2193,989-28-79-36485-4,107189-16961
19272,6/20/2193,989-28-79-74374-1,107189-16962
19273,6/20/2193,989-28-79-74374-1,107189-16963
19274,6/20/2193,989-28-79-91028-0,107189-16964
19275,6/20/2193,989-28-79-13801-1,107189-16965
19276,6/20/2193,989-28-79-13801-1,107189-16966
19277,6/20/2193,989-28-79-68089-3,107189-16967
19278,6/20/2193,989-28-79-13801-1,107189-16968
19279,6/20/2193,989-28-79-23023-4,107189-16969
19280,6/20/2193,989-28-79-23023-4,107189-16970
19281,6/20/2193,989-28-79-23023-4,107189-16971
19282,6/20/2193,989-28-79-55752-2,107189-16972
19283,6/20/2193,989-28-79-26824-4,107189-16973
19284,6/20/2193,989-28-79-68089-3,107189-16974
19285,6/20/2193,989-28-79-74374-1,107189-16975
19286,6/20/2193,989-28-79-55824-6,107189-16976
19287,6/20/2193,989-28-79-23023-4,107189-16977
19288,6/20/2193,989-28-79-23023-4,107189-16979
19289,6/20/2193,989-28-79-13801-1,107189-16980
19290,6/20/2193,989-28-79-74374-1,107189-16981
19291,6/20/2193,989-28-79-26824-4,107189-16982
19292,6/20/2193,989-28-79-55752-2,107189-16983
19293,6/20/2193,989-28-79-74374-1,107189-16984
19294,6/20/2193,989-28-79-23023-4,107189-16985
19295,6/20/2193,989-28-79-40897-8,107189-16986
19296,6/20/2193,989-28-79-23023-4,107189-16987
19297,6/20/2193,989-28-79-13801-1,107189-16988
19298,6/20/2193,989-28-79-91028-0,107189-16989
19299,6/20/2193,989-28-79-43574-5,107189-16990
19300,6/20/2193,989-28-79-13801-1,107189-16991
19301,6/20/2193,989-28-79-74374-1,107189-16992
19302,6/20/2193,989-28-79-13801-1,107189-16993
19303,6/20/2193,989-28-79-13801-1,107189-16994
19304,6/20/2193,989-28-79-23023-4,107189-16995
19305,6/20/2193,989-28-79-23015-9,107189-16996
19306,6/20/2193,989-28-3705-492-6,107189-16997
19307,6/20/2193,989-28-3705-492-6,107189-16998
19308,6/20/2193,989-28-3705-492-6,107189-16999
19309,6/20/2193,989-28-3705-222-9,107189-17000
19310,6/20/2193,989-28-3705-492-6,107189-17001
19311,6/20/2193,989-28-3705-222-9,107189-17002
19312,6/20/2193,989-28-3705-007-2,107189-17003
19313,6/20/2193,989-28-3705-007-2,107189-17003
19314,6/20/2193,989-28-3705-007-2,107189-17004
19315,6/20/2193,989-28-3705-138-3,107189-17004
19316,6/20/2193,989-28-79-45675-7,107189-17005
19317,6/20/2193,989-28-79-13871-4,107189-17006
19318,6/20/2193,989-28-654-0127-3,107189-17006
19319,6/20/2193,989-28-229-7592-2,107189-17007
19320,6/20/2193,989-28-79-05670-4,107189-17007
19321,6/20/2193,989-28-229-1404-4,107189-17008
19322,6/20/2193,989-28-79-26824-4,107189-17008
19323,6/20/2193,989-28-79-23023-4,107189-17009
19324,6/20/2193,989-28-79-55752-2,107189-17009
19325,6/20/2193,989-28-79-13801-1,107189-17010
19326,6/20/2193,989-28-79-23023-4,107189-17010
19327,6/20/2193,989-28-79-23023-4,107189-17011
19328,6/20/2193,989-28-79-13801-1,107189-17011
19329,6/20/2193,989-28-3705-222-9,107189-17012
19330,6/20/2193,989-28-79-03683-6,107189-17012
